ID,CUSTOMERNAME,PHONE,PRODUCT,TRANSPORTINDUSTRY,PRODUCTCODE,ADDRESSLINE,CITY,COUNTRY,TERRITORY
1498,Herkku Gifts,+47 2267 3215,Classic Cars,Land-Based,S24_1628,"Drammen 121, PR 744 Sentrum",Bergen,Norway,EMEA
1499,Online Diecast Creations Co.,6035558647,Classic Cars,Land-Based,S24_1628,2304 Long Airport Avenue,Nashua,USA,NA
1500,Muscle Machine Inc,2125557413,Classic Cars,Land-Based,S24_1628,4092 Furth Circle,NYC,USA,NA
1501,Euro Shopping Channel,(91) 555 94 44,Classic Cars,Land-Based,S24_1628,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
1502,Collectable Mini Designs Co.,7605558146,Classic Cars,Land-Based,S24_1628,361 Furth Circle,San Diego,USA,NA
1503,Mini Caravy,88.60.1555,Classic Cars,Land-Based,S24_1628,"24, place Kluber",Strasbourg,France,EMEA
1504,L'ordine Souveniers,0522-556555,Classic Cars,Land-Based,S24_1628,Strada Provinciale 124,Reggio Emilia,Italy,EMEA
1505,Signal Gift Stores,7025551838,Classic Cars,Land-Based,S24_1628,8489 Strong St.,Las Vegas,USA,NA
1506,Handji Gifts& Co,+65 224 1555,Classic Cars,Land-Based,S24_1628,Village Close - 106 Linden Road Sandown,Singapore,Singapore,APAC
1507,"Norway Gifts By Mail, Co.",+47 2212 1555,Classic Cars,Land-Based,S24_1628,"Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway,EMEA
1508,Euro Shopping Channel,(91) 555 94 44,Classic Cars,Land-Based,S24_1628,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
1509,FunGiftIdeas.com,5085552555,Classic Cars,Land-Based,S24_1628,1785 First Street,New Bedford,USA,NA
1510,"AV Stores, Co.",(171) 555-1555,Classic Cars,Land-Based,S24_1628,Fauntleroy Circus,Manchester,UK,EMEA
1511,Reims Collectables,26.47.1555,Classic Cars,Land-Based,S24_1628,59 rue de l'Abbaye,Reims,France,EMEA
1512,Toys4GrownUps.com,6265557265,Classic Cars,Land-Based,S24_1628,78934 Hillside Dr.,Pasadena,USA,NA
1513,Euro Shopping Channel,(91) 555 94 44,Classic Cars,Land-Based,S24_1628,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
1514,The Sharp Gifts Warehouse,4085553659,Classic Cars,Land-Based,S24_1628,3086 Ingle Ln.,San Jose,USA,NA
1515,Souveniers And Things Co.,+61 2 9495 8555,Classic Cars,Land-Based,S24_1628,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,APAC
1516,Rovelli Gifts,035-640555,Planes,Aero,S24_1785,Via Ludovico il Moro 22,Bergamo,Italy,EMEA
1517,"Australian Collectors, Co.",03 9520 4555,Planes,Aero,S24_1785,636 St Kilda Road,Melbourne,Australia,APAC
1518,Euro Shopping Channel,(91) 555 94 44,Planes,Aero,S24_1785,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
1519,Toys4GrownUps.com,6265557265,Planes,Aero,S24_1785,78934 Hillside Dr.,Pasadena,USA,NA
1520,Technics Stores Inc.,6505556809,Planes,Aero,S24_1785,9408 Furth Circle,Burlingame,USA,NA
1521,Osaka Souveniers Co.,+81 06 6342 5555,Planes,Aero,S24_1785,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Japan,APAC
1522,"Australian Collectors, Co.",03 9520 4555,Planes,Aero,S24_1785,636 St Kilda Road,Melbourne,Australia,APAC
1523,"Royal Canadian Collectables, Ltd.",(604) 555-4555,Planes,Aero,S24_1785,23 Tsawassen Blvd.,Tsawassen,Canada,NA
1524,The Sharp Gifts Warehouse,4085553659,Planes,Aero,S24_1785,3086 Ingle Ln.,San Jose,USA,NA
1525,Euro Shopping Channel,(91) 555 94 44,Planes,Aero,S24_1785,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
1526,La Rochelle Gifts,40.67.8555,Planes,Aero,S24_1785,"67, rue des Cinquante Otages",Nantes,France,EMEA
1527,"Norway Gifts By Mail, Co.",+47 2212 1555,Planes,Aero,S24_1785,"Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway,EMEA
1528,"Clover Collections, Co.",+353 1862 1555,Planes,Aero,S24_1785,25 Maiden Lane,Dublin,Ireland,EMEA
1529,Mini Classics,9145554562,Planes,Aero,S24_1785,3758 North Pendale Street,White Plains,USA,NA
1530,giftsbymail.co.uk,(198) 555-8888,Planes,Aero,S24_1785,Garden House Crowther Way,Cowes,UK,EMEA
1531,Rovelli Gifts,035-640555,Planes,Aero,S24_1785,Via Ludovico il Moro 22,Bergamo,Italy,EMEA
1532,"Tokyo Collectables, Ltd",+81 3 3584 0555,Planes,Aero,S24_1785,2-2-8 Roppongi,Minato-ku,Japan,APAC
1533,Gift Ideas Corp.,2035554407,Planes,Aero,S24_1785,2440 Pompton St.,Glendale,USA,NA
1534,"Australian Gift Network, Co",61-7-3844-6555,Planes,Aero,S24_1785,31 Duncan St. West End,South Brisbane,Australia,APAC
1535,Euro Shopping Channel,(91) 555 94 44,Planes,Aero,S24_1785,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
1536,Reims Collectables,26.47.1555,Planes,Aero,S24_1785,59 rue de l'Abbaye,Reims,France,EMEA
1537,Tekni Collectables Inc.,2015559350,Planes,Aero,S24_1785,7476 Moss Rd.,Newark,USA,NA
1538,L'ordine Souveniers,0522-556555,Planes,Aero,S24_1785,Strada Provinciale 124,Reggio Emilia,Italy,EMEA
1539,"Blauer See Auto, Co.",+49 69 66 90 2555,Vintage Cars,Land-Based,S24_1937,Lyonerstr. 34,Frankfurt,Germany,EMEA
1540,"AV Stores, Co.",(171) 555-1555,Vintage Cars,Land-Based,S24_1937,Fauntleroy Circus,Manchester,UK,EMEA
1541,Signal Gift Stores,7025551838,Vintage Cars,Land-Based,S24_1937,8489 Strong St.,Las Vegas,USA,NA
1542,Signal Collectibles Ltd.,4155554312,Vintage Cars,Land-Based,S24_1937,2793 Furth Circle,Brisbane,USA,NA
1543,Corporate Gift Ideas Co.,6505551386,Vintage Cars,Land-Based,S24_1937,7734 Strong St.,San Francisco,USA,NA
1544,Rovelli Gifts,035-640555,Vintage Cars,Land-Based,S24_1937,Via Ludovico il Moro 22,Bergamo,Italy,EMEA
1545,Mini Gifts Distributors Ltd.,4155551450,Vintage Cars,Land-Based,S24_1937,5677 Strong St.,San Rafael,USA,NA
1546,"Australian Collectables, Ltd",61-9-3844-6555,Vintage Cars,Land-Based,S24_1937,7 Allen Street,Glen Waverly,Australia,APAC
1547,Euro Shopping Channel,(91) 555 94 44,Vintage Cars,Land-Based,S24_1937,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
1548,"Corrida Auto Replicas, Ltd",(91) 555 22 82,Vintage Cars,Land-Based,S24_1937,"C/ Araquil, 67",Madrid,Spain,EMEA
1549,"Saveley & Henriot, Co.",78.32.5555,Vintage Cars,Land-Based,S24_1937,"2, rue du Commerce",Lyon,France,EMEA
1550,Diecast Collectables,6175552555,Vintage Cars,Land-Based,S24_1937,6251 Ingle Ln.,Boston,USA,NA
1551,Amica Models & Co.,011-4988555,Vintage Cars,Land-Based,S24_1937,Via Monte Bianco 34,Torino,Italy,EMEA
1552,Handji Gifts& Co,+65 224 1555,Vintage Cars,Land-Based,S24_1937,Village Close - 106 Linden Road Sandown,Singapore,Singapore,APAC
1553,Auto Assoc. & Cie.,30.59.8555,Vintage Cars,Land-Based,S24_1937,"67, avenue de l'Europe",Versailles,France,EMEA
1554,Mini Gifts Distributors Ltd.,4155551450,Vintage Cars,Land-Based,S24_1937,5677 Strong St.,San Rafael,USA,NA
1555,Online Diecast Creations Co.,6035558647,Vintage Cars,Land-Based,S24_1937,2304 Long Airport Avenue,Nashua,USA,NA
1556,"AV Stores, Co.",(171) 555-1555,Vintage Cars,Land-Based,S24_1937,Fauntleroy Circus,Manchester,UK,EMEA
1557,Marseille Mini Autos,91.24.4555,Vintage Cars,Land-Based,S24_1937,"12, rue des Bouchers",Marseille,France,EMEA
1558,Lyon Souveniers,+33 1 46 62 7555,Vintage Cars,Land-Based,S24_1937,27 rue du Colonel Pierre Avia,Paris,France,EMEA
1559,Toys4GrownUps.com,6265557265,Vintage Cars,Land-Based,S24_1937,78934 Hillside Dr.,Pasadena,USA,NA
1560,Euro Shopping Channel,(91) 555 94 44,Vintage Cars,Land-Based,S24_1937,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
1561,"Anna's Decorations, Ltd",02 9936 8555,Vintage Cars,Land-Based,S24_1937,201 Miller Street,North Sydney,Australia,APAC
1562,Handji Gifts& Co,+65 224 1555,Vintage Cars,Land-Based,S24_1937,Village Close - 106 Linden Road Sandown,Singapore,Singapore,APAC
1563,Souveniers And Things Co.,+61 2 9495 8555,Vintage Cars,Land-Based,S24_1937,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,APAC
1564,Land of Toys Inc.,2125557818,Motorcycles,Land-Based,S24_2000,897 Long Airport Avenue,NYC,USA,NA
1565,"Australian Collectors, Co.",03 9520 4555,Motorcycles,Land-Based,S24_2000,636 St Kilda Road,Melbourne,Australia,APAC
1566,Lyon Souveniers,+33 1 46 62 7555,Motorcycles,Land-Based,S24_2000,27 rue du Colonel Pierre Avia,Paris,France,EMEA
1567,Toys4GrownUps.com,6265557265,Motorcycles,Land-Based,S24_2000,78934 Hillside Dr.,Pasadena,USA,NA
1568,Baane Mini Imports,07-98 9555,Motorcycles,Land-Based,S24_2000,Erling Skakkes gate 78,Stavern,Norway,EMEA
1569,Technics Stores Inc.,6505556809,Motorcycles,Land-Based,S24_2000,9408 Furth Circle,Burlingame,USA,NA
1570,Daedalus Designs Imports,20.16.1555,Motorcycles,Land-Based,S24_2000,"184, chausse de Tournai",Lille,France,EMEA
1571,Herkku Gifts,+47 2267 3215,Motorcycles,Land-Based,S24_2000,"Drammen 121, PR 744 Sentrum",Bergen,Norway,EMEA
1572,Mini Wheels Co.,6505555787,Motorcycles,Land-Based,S24_2000,5557 North Pendale Street,San Francisco,USA,NA
1573,Osaka Souveniers Co.,+81 06 6342 5555,Motorcycles,Land-Based,S24_2000,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Japan,APAC
1574,"Australian Collectors, Co.",03 9520 4555,Motorcycles,Land-Based,S24_2000,636 St Kilda Road,Melbourne,Australia,APAC
1575,Motor Mint Distributors Inc.,2155559857,Motorcycles,Land-Based,S24_2000,11328 Douglas Av.,Philadelphia,USA,NA
1576,The Sharp Gifts Warehouse,4085553659,Motorcycles,Land-Based,S24_2000,3086 Ingle Ln.,San Jose,USA,NA
1577,Gift Depot Inc.,2035552570,Motorcycles,Land-Based,S24_2000,25593 South Bay Ln.,Bridgewater,USA,NA
1578,La Rochelle Gifts,40.67.8555,Motorcycles,Land-Based,S24_2000,"67, rue des Cinquante Otages",Nantes,France,EMEA
1579,Marta's Replicas Co.,6175558555,Motorcycles,Land-Based,S24_2000,39323 Spinnaker Dr.,Cambridge,USA,NA
1580,"Clover Collections, Co.",+353 1862 1555,Motorcycles,Land-Based,S24_2000,25 Maiden Lane,Dublin,Ireland,EMEA
1581,Mini Classics,9145554562,Motorcycles,Land-Based,S24_2000,3758 North Pendale Street,White Plains,USA,NA
1582,Diecast Classics Inc.,2155551555,Motorcycles,Land-Based,S24_2000,7586 Pompton St.,Allentown,USA,NA
1583,Land of Toys Inc.,2125557818,Motorcycles,Land-Based,S24_2000,897 Long Airport Avenue,NYC,USA,NA
1584,Enaco Distributors,(93) 203 4555,Motorcycles,Land-Based,S24_2000,"Rambla de Catalu�a, 23",Barcelona,Spain,EMEA
1585,Suominen Souveniers,+358 9 8045 555,Motorcycles,Land-Based,S24_2000,"Software Engineering Center, SEC Oy",Espoo,Finland,EMEA
1586,La Rochelle Gifts,40.67.8555,Motorcycles,Land-Based,S24_2000,"67, rue des Cinquante Otages",Nantes,France,EMEA
1587,Scandinavian Gift Ideas,0695-34 6555,Motorcycles,Land-Based,S24_2000,?kergatan 24,Boras,Sweden,EMEA
1588,Auto Canal Petit,(1) 47.55.6555,Motorcycles,Land-Based,S24_2000,"25, rue Lauriston",Paris,France,EMEA
1589,L'ordine Souveniers,0522-556555,Motorcycles,Land-Based,S24_2000,Strada Provinciale 124,Reggio Emilia,Italy,EMEA
1590,Danish Wholesale Imports,31 12 3555,Ships,Maritime,S24_2011,Vinb'ltet 34,Kobenhavn,Denmark,EMEA
1591,"Dragon Souveniers, Ltd.",+65 221 7555,Ships,Maritime,S24_2011,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,APAC
1592,"Stylish Desk Decors, Co.",(171) 555-0297,Ships,Maritime,S24_2011,35 King George,London,UK,EMEA
1593,Mini Gifts Distributors Ltd.,4155551450,Ships,Maritime,S24_2011,5677 Strong St.,San Rafael,USA,NA
1594,Euro Shopping Channel,(91) 555 94 44,Ships,Maritime,S24_2011,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
1595,Scandinavian Gift Ideas,0695-34 6555,Ships,Maritime,S24_2011,?kergatan 24,Boras,Sweden,EMEA
1596,CAF Imports,+34 913 728 555,Ships,Maritime,S24_2011,"Merchants House, 27-30 Merchant's Quay",Madrid,Spain,EMEA
1597,Mini Creations Ltd.,5085559555,Ships,Maritime,S24_2011,4575 Hillside Dr.,New Bedford,USA,NA
1598,Enaco Distributors,(93) 203 4555,Ships,Maritime,S24_2011,"Rambla de Catalu�a, 23",Barcelona,Spain,EMEA
1599,"Saveley & Henriot, Co.",78.32.5555,Ships,Maritime,S24_2011,"2, rue du Commerce",Lyon,France,EMEA
1600,Petit Auto,(02) 5554 67,Ships,Maritime,S24_2011,Rue Joseph-Bens 532,Bruxelles,Belgium,EMEA
1601,giftsbymail.co.uk,(198) 555-8888,Ships,Maritime,S24_2011,Garden House Crowther Way,Cowes,UK,EMEA
1602,Land of Toys Inc.,2125557818,Ships,Maritime,S24_2011,897 Long Airport Avenue,NYC,USA,NA
1603,Quebec Home Shopping Network,(514) 555-8054,Ships,Maritime,S24_2011,43 rue St. Laurent,Montreal,Canada,NA
1604,Petit Auto,(02) 5554 67,Ships,Maritime,S24_2011,Rue Joseph-Bens 532,Bruxelles,Belgium,EMEA
1605,"Royal Canadian Collectables, Ltd.",(604) 555-4555,Ships,Maritime,S24_2011,23 Tsawassen Blvd.,Tsawassen,Canada,NA
1606,Amica Models & Co.,011-4988555,Ships,Maritime,S24_2011,Via Monte Bianco 34,Torino,Italy,EMEA
1607,"AV Stores, Co.",(171) 555-1555,Ships,Maritime,S24_2011,Fauntleroy Circus,Manchester,UK,EMEA
1608,La Rochelle Gifts,40.67.8555,Ships,Maritime,S24_2011,"67, rue des Cinquante Otages",Nantes,France,EMEA
1609,"Volvo Model Replicas, Co",0921-12 3555,Ships,Maritime,S24_2011,Berguvsv�gen  8,Lule,Sweden,EMEA
1610,Classic Legends Inc.,2125558493,Ships,Maritime,S24_2011,5905 Pompton St.,NYC,USA,NA
1611,Euro Shopping Channel,(91) 555 94 44,Ships,Maritime,S24_2011,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
1612,"Tokyo Collectables, Ltd",+81 3 3584 0555,Ships,Maritime,S24_2011,2-2-8 Roppongi,Minato-ku,Japan,APAC
1613,Corporate Gift Ideas Co.,6505551386,Ships,Maritime,S24_2011,7734 Strong St.,San Francisco,USA,NA
1614,Mini Gifts Distributors Ltd.,4155551450,Ships,Maritime,S24_2011,5677 Strong St.,San Rafael,USA,NA
1615,Gifts4AllAges.com,6175559555,Ships,Maritime,S24_2011,8616 Spinnaker Dr.,Boston,USA,NA
1616,"Blauer See Auto, Co.",+49 69 66 90 2555,Vintage Cars,Land-Based,S24_2022,Lyonerstr. 34,Frankfurt,Germany,EMEA
1617,"AV Stores, Co.",(171) 555-1555,Vintage Cars,Land-Based,S24_2022,Fauntleroy Circus,Manchester,UK,EMEA
1618,Signal Gift Stores,7025551838,Vintage Cars,Land-Based,S24_2022,8489 Strong St.,Las Vegas,USA,NA
1619,Signal Collectibles Ltd.,4155554312,Vintage Cars,Land-Based,S24_2022,2793 Furth Circle,Brisbane,USA,NA
1620,Corporate Gift Ideas Co.,6505551386,Vintage Cars,Land-Based,S24_2022,7734 Strong St.,San Francisco,USA,NA
1621,Rovelli Gifts,035-640555,Vintage Cars,Land-Based,S24_2022,Via Ludovico il Moro 22,Bergamo,Italy,EMEA
1622,Mini Gifts Distributors Ltd.,4155551450,Vintage Cars,Land-Based,S24_2022,5677 Strong St.,San Rafael,USA,NA
1623,"Australian Collectables, Ltd",61-9-3844-6555,Vintage Cars,Land-Based,S24_2022,7 Allen Street,Glen Waverly,Australia,APAC
1624,Euro Shopping Channel,(91) 555 94 44,Vintage Cars,Land-Based,S24_2022,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
1625,"Corrida Auto Replicas, Ltd",(91) 555 22 82,Vintage Cars,Land-Based,S24_2022,"C/ Araquil, 67",Madrid,Spain,EMEA
1626,"Saveley & Henriot, Co.",78.32.5555,Vintage Cars,Land-Based,S24_2022,"2, rue du Commerce",Lyon,France,EMEA
1627,Euro Shopping Channel,(91) 555 94 44,Vintage Cars,Land-Based,S24_2022,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
1628,Mini Caravy,88.60.1555,Vintage Cars,Land-Based,S24_2022,"24, place Kluber",Strasbourg,France,EMEA
1629,Amica Models & Co.,011-4988555,Vintage Cars,Land-Based,S24_2022,Via Monte Bianco 34,Torino,Italy,EMEA
1630,Herkku Gifts,+47 2267 3215,Vintage Cars,Land-Based,S24_2022,"Drammen 121, PR 744 Sentrum",Bergen,Norway,EMEA
1631,Auto Assoc. & Cie.,30.59.8555,Vintage Cars,Land-Based,S24_2022,"67, avenue de l'Europe",Versailles,France,EMEA
1632,Mini Gifts Distributors Ltd.,4155551450,Vintage Cars,Land-Based,S24_2022,5677 Strong St.,San Rafael,USA,NA
1633,Online Diecast Creations Co.,6035558647,Vintage Cars,Land-Based,S24_2022,2304 Long Airport Avenue,Nashua,USA,NA
1634,"AV Stores, Co.",(171) 555-1555,Vintage Cars,Land-Based,S24_2022,Fauntleroy Circus,Manchester,UK,EMEA
1635,Atelier graphique,40.32.2555,Vintage Cars,Land-Based,S24_2022,"54, rue Royale",Nantes,France,EMEA
1636,Lyon Souveniers,+33 1 46 62 7555,Vintage Cars,Land-Based,S24_2022,27 rue du Colonel Pierre Avia,Paris,France,EMEA
1637,Toys4GrownUps.com,6265557265,Vintage Cars,Land-Based,S24_2022,78934 Hillside Dr.,Pasadena,USA,NA
1638,Euro Shopping Channel,(91) 555 94 44,Vintage Cars,Land-Based,S24_2022,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
1639,"Anna's Decorations, Ltd",02 9936 8555,Vintage Cars,Land-Based,S24_2022,201 Miller Street,North Sydney,Australia,APAC
1640,Mini Gifts Distributors Ltd.,4155551450,Vintage Cars,Land-Based,S24_2022,5677 Strong St.,San Rafael,USA,NA
1641,Baane Mini Imports,07-98 9555,Trucks and Buses,Land-Based,S24_2300,Erling Skakkes gate 78,Stavern,Norway,EMEA
1642,"La Corne D'abondance, Co.",(1) 42.34.2555,Trucks and Buses,Land-Based,S24_2300,"265, boulevard Charonne",Paris,France,EMEA
1643,"Corrida Auto Replicas, Ltd",(91) 555 22 82,Trucks and Buses,Land-Based,S24_2300,"C/ Araquil, 67",Madrid,Spain,EMEA
1644,Technics Stores Inc.,6505556809,Trucks and Buses,Land-Based,S24_2300,9408 Furth Circle,Burlingame,USA,NA
1645,"Oulu Toy Supplies, Inc.",981-443655,Trucks and Buses,Land-Based,S24_2300,Torikatu 38,Oulu,Finland,EMEA
1646,"Dragon Souveniers, Ltd.",+65 221 7555,Trucks and Buses,Land-Based,S24_2300,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,APAC
1647,"Stylish Desk Decors, Co.",(171) 555-0297,Trucks and Buses,Land-Based,S24_2300,35 King George,London,UK,EMEA
1648,"Iberia Gift Imports, Corp.",(95) 555 82 82,Trucks and Buses,Land-Based,S24_2300,"C/ Romero, 33",Sevilla,Spain,EMEA
1649,"Saveley & Henriot, Co.",78.32.5555,Trucks and Buses,Land-Based,S24_2300,"2, rue du Commerce",Lyon,France,EMEA
1650,Diecast Collectables,6175552555,Trucks and Buses,Land-Based,S24_2300,6251 Ingle Ln.,Boston,USA,NA
1651,Handji Gifts& Co,+65 224 1555,Trucks and Buses,Land-Based,S24_2300,Village Close - 106 Linden Road Sandown,Singapore,Singapore,APAC
1652,Mini Gifts Distributors Ltd.,4155551450,Trucks and Buses,Land-Based,S24_2300,5677 Strong St.,San Rafael,USA,NA
1653,Euro Shopping Channel,(91) 555 94 44,Trucks and Buses,Land-Based,S24_2300,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
1654,Handji Gifts& Co,+65 224 1555,Trucks and Buses,Land-Based,S24_2300,Village Close - 106 Linden Road Sandown,Singapore,Singapore,APAC
1655,Mini Gifts Distributors Ltd.,4155551450,Trucks and Buses,Land-Based,S24_2300,5677 Strong St.,San Rafael,USA,NA
1656,Diecast Classics Inc.,2155551555,Trucks and Buses,Land-Based,S24_2300,7586 Pompton St.,Allentown,USA,NA
1657,Scandinavian Gift Ideas,0695-34 6555,Trucks and Buses,Land-Based,S24_2300,?kergatan 24,Boras,Sweden,EMEA
1658,Marta's Replicas Co.,6175558555,Trucks and Buses,Land-Based,S24_2300,39323 Spinnaker Dr.,Cambridge,USA,NA
1659,Canadian Gift Exchange Network,(604) 555-3392,Trucks and Buses,Land-Based,S24_2300,1900 Oak St.,Vancouver,Canada,NA
1660,Vitachrome Inc.,2125551500,Trucks and Buses,Land-Based,S24_2300,2678 Kingston Rd.,NYC,USA,NA
1661,"Volvo Model Replicas, Co",0921-12 3555,Trucks and Buses,Land-Based,S24_2300,Berguvsv�gen  8,Lule,Sweden,EMEA
1662,"Corrida Auto Replicas, Ltd",(91) 555 22 82,Trucks and Buses,Land-Based,S24_2300,"C/ Araquil, 67",Madrid,Spain,EMEA
1663,Euro Shopping Channel,(91) 555 94 44,Trucks and Buses,Land-Based,S24_2300,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
1664,Mini Gifts Distributors Ltd.,4155551450,Trucks and Buses,Land-Based,S24_2300,5677 Strong St.,San Rafael,USA,NA
1665,Mini Gifts Distributors Ltd.,4155551450,Trucks and Buses,Land-Based,S24_2300,5677 Strong St.,San Rafael,USA,NA
1666,Euro Shopping Channel,(91) 555 94 44,Trucks and Buses,Land-Based,S24_2300,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
1667,La Rochelle Gifts,40.67.8555,Trucks and Buses,Land-Based,S24_2300,"67, rue des Cinquante Otages",Nantes,France,EMEA
1668,Cruz & Sons Co.,+63 2 555 3587,Motorcycles,Land-Based,S24_2360,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,APAC
1669,Reims Collectables,26.47.1555,Motorcycles,Land-Based,S24_2360,59 rue de l'Abbaye,Reims,France,EMEA
1670,Mini Gifts Distributors Ltd.,4155551450,Motorcycles,Land-Based,S24_2360,5677 Strong St.,San Rafael,USA,NA
1671,Toys4GrownUps.com,6265557265,Motorcycles,Land-Based,S24_2360,78934 Hillside Dr.,Pasadena,USA,NA
1672,Corporate Gift Ideas Co.,6505551386,Motorcycles,Land-Based,S24_2360,7734 Strong St.,San Francisco,USA,NA
1673,"Anna's Decorations, Ltd",02 9936 8555,Motorcycles,Land-Based,S24_2360,201 Miller Street,North Sydney,Australia,APAC
1674,Daedalus Designs Imports,20.16.1555,Motorcycles,Land-Based,S24_2360,"184, chausse de Tournai",Lille,France,EMEA
1675,Euro Shopping Channel,(91) 555 94 44,Motorcycles,Land-Based,S24_2360,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
1676,Auto Canal Petit,(1) 47.55.6555,Motorcycles,Land-Based,S24_2360,"25, rue Lauriston",Paris,France,EMEA
1677,Daedalus Designs Imports,20.16.1555,Motorcycles,Land-Based,S24_2360,"184, chausse de Tournai",Lille,France,EMEA
1678,Vitachrome Inc.,2125551500,Motorcycles,Land-Based,S24_2360,2678 Kingston Rd.,NYC,USA,NA
1679,Auto Canal Petit,(1) 47.55.6555,Motorcycles,Land-Based,S24_2360,"25, rue Lauriston",Paris,France,EMEA
1680,Gifts4AllAges.com,6175559555,Motorcycles,Land-Based,S24_2360,8616 Spinnaker Dr.,Boston,USA,NA
1681,Online Mini Collectables,6175557555,Motorcycles,Land-Based,S24_2360,7635 Spinnaker Dr.,Brickhaven,USA,NA
1682,Marta's Replicas Co.,6175558555,Motorcycles,Land-Based,S24_2360,39323 Spinnaker Dr.,Cambridge,USA,NA
1683,"Toys of Finland, Co.",90-224 8555,Motorcycles,Land-Based,S24_2360,Keskuskatu 45,Helsinki,Finland,EMEA
1684,Baane Mini Imports,07-98 9555,Motorcycles,Land-Based,S24_2360,Erling Skakkes gate 78,Stavern,Norway,EMEA
1685,Microscale Inc.,2125551957,Motorcycles,Land-Based,S24_2360,5290 North Pendale Street,NYC,USA,NA
1686,Cruz & Sons Co.,+63 2 555 3587,Motorcycles,Land-Based,S24_2360,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,APAC
1687,Salzburg Collectables,6562-9555,Motorcycles,Land-Based,S24_2360,Geislweg 14,Salzburg,Austria,EMEA
1688,Euro Shopping Channel,(91) 555 94 44,Motorcycles,Land-Based,S24_2360,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
1689,Suominen Souveniers,+358 9 8045 555,Motorcycles,Land-Based,S24_2360,"Software Engineering Center, SEC Oy",Espoo,Finland,EMEA
1690,La Rochelle Gifts,40.67.8555,Motorcycles,Land-Based,S24_2360,"67, rue des Cinquante Otages",Nantes,France,EMEA
1691,Mini Gifts Distributors Ltd.,4155551450,Motorcycles,Land-Based,S24_2360,5677 Strong St.,San Rafael,USA,NA
1692,"UK Collectables, Ltd.",(171) 555-2282,Motorcycles,Land-Based,S24_2360,Berkeley Gardens 12  Brewery,Liverpool,UK,EMEA
